uid,variant,temp,model,modality,file,schema_status,safety_status,prompt,answer
b4ec494d,1,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/b4ec494d_v1_t0_5.json,strict,strict,"[{""role"": ""system"", ""content"": ""You are an expert Customer Service Representative. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nYou are a senior Customer Service Representative preparing a client-ready memo.\n\nTASK – Refer unresolved customer grievances to designated departments for further investigation.\n\nRespond inside <OUTPUT_TEXT>…</OUTPUT_TEXT>.""}]","<OUTPUT_TEXT>Subject: Referral of Unresolved Customer Grievances for Investigation

Dear [Recipient Name/Department Name],

This memo formally refers the following unresolved customer grievances to your department for further investigation and resolution. We have exhausted our initial customer service protocols and require your specialized expertise to address these complex issues.

Please find attached the detailed case files for each grievance, including:

*   Customer contact information
*   A summary of the customer's complaint
*   A record of all previous interactions with our customer service team
*   Relevant documentation (e.g., invoices, contracts, correspondence)

The specific case file numbers being referred are:

*   [Case File Number 1]
*   [Case File Number 2]
*   [Case File Number 3]
*   [And so on, listing all case file numbers]

We kindly request that your department prioritize these cases and provide us with an estimated timeframe for resolution. Regular updates on the progress of the investigations would be greatly appreciated.

Please direct any questions or requests for additional information to [Your Name] at [Your Phone Number] or [Your Email Address].

Thank you for your prompt attention to these important matters. We are confident that your expertise will lead to satisfactory resolutions for our valued customers.

Sincerely,

[Your Name]

Senior Customer Service Representative
</OUTPUT_TEXT>"
936aa3e5,1,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/936aa3e5_v1_t0_5.json,rescued,rescued,"[{""role"": ""system"", ""content"": ""You are an expert Bookkeeping Accounting And Auditing Clerk. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nYou are a senior Bookkeeping Accounting And Auditing Clerk preparing a client-ready memo.\n\nTASK – Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.\n\nRespond inside <OUTPUT_TEXT>…</OUTPUT_TEXT>.""}]","```tool_code
# Calculate simple interest
def simple_interest(principal, rate, time):
    interest = principal * rate * time
    return interest

# Calculate compound interest
def compound_interest(principal, rate, time, compounding_periods):
    amount = principal * (1 + (rate / compounding_periods))**(compounding_periods * time)
    interest = amount - principal
    return interest

# Calculate discount amount
def discount(price, discount_rate):
    discount_amount = price * discount_rate
    return discount_amount

# Calculate final price after discount
def discounted_price(price, discount_rate):
    final_price = price - (price * discount_rate)
    return final_price

# Calculate equity
def equity(assets, liabilities):
    equity_value = assets - liabilities
    return equity_value

# Calculate remaining principal after payment
def remaining_principal(principal, payment):
    remaining = principal - payment
    return remaining

#Example Usage
#Simple interest calculation
principal = 1000
rate = 0.05
time = 2
simple_interest_earned = simple_interest(principal, rate, time)
print(f""Simple interest earned: {simple_interest_earned}"")

#Compound interest calculation
principal = 1000
rate = 0.05
time = 2
compounding_periods = 12
compound_interest_earned = compound_interest(principal, rate, time, compounding_periods)
print(f""Compound interest earned: {compound_interest_earned}"")

#Discount calculation
price = 100
discount_rate = 0.10
discount_amount = discount(price, discount_rate)
print(f""Discount amount: {discount_amount}"")

#Discounted price calculation
price = 100
discount_rate = 0.10
final_price = discounted_price(price, discount_rate)
print(f""Final price: {final_price}"")

#Equity calculation
assets = 100000
liabilities = 40000
equity_value = equity(assets, liabilities)
print(f""Equity: {equity_value}"")

#Remaining principal calculation
principal = 5000
payment = 1000
remaining = remaining_principal(principal, payment)
print(f""Remaining principal: {remaining}"")
```
<OUTPUT_TEXT>I am an expert Bookkeeping Accounting And Auditing Clerk. I can perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.</OUTPUT_TEXT>"
47817359,1,0.0,gemini-2.0-flash,GUI,gemini/gemini-2.0-flash/47817359_v1_t0_0.json,strict,strict,"[{""role"": ""system"", ""content"": ""You are an RPA bot for Bookkeeping Accounting And Auditing Clerk. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_JSON> … </OUTPUT_JSON> . Do not output anything outside these tags. <</FORMAT>>\n\nTASK – Operate computers programmed with accounting software to record, store, and analyze information.\nREQUIRED_SELECTORS = [\""input[name*=account i]\"", \""input[name*=amount i], input[type=number]\"", \""textarea[name*=memo i]\"", \""button:has-text(\\\""post\\\"" i), button:has-text(\\\""save\\\"" i)\""]\n\nExample:\n<OUTPUT_JSON>[{'action':'click','selector':'input[name*=account i]','text':''}]</OUTPUT_JSON>\n\nNow produce your own JSON array.""}]","Okay, I understand. I need to create a JSON array that represents actions to operate accounting software. The actions should include clicking on account input fields, entering amounts, adding memos, and posting/saving the transaction.

<OUTPUT_JSON>[{""action"": ""click"", ""selector"": ""input[name*=account i]"", ""text"": """"}, {""action"": ""fill"", ""selector"": ""input[name*=amount i]"", ""text"": ""100""}, {""action"": ""fill"", ""selector"": ""textarea[name*=memo i]"", ""text"": ""Test transaction""}, {""action"": ""click"", ""selector"": ""button:has-text(\""post\"" i)""}]</OUTPUT_JSON>"
a79efa23,2,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/a79efa23_v2_t0_5.json,rescued,rescued,"[{""role"": ""system"", ""content"": ""You are an expert Customer Service Representative. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nTASK – Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.\n\nOUTPUT RULES:\n1. Wrap answer in <OUTPUT_TEXT>…</OUTPUT_TEXT>\n2. Start with an H1 heading, then numbered sections""}]","```text
<OUTPUT_TEXT>
# Customer Service Interaction

1.  **Greeting and Identification:** Begin by warmly greeting the customer and identifying yourself and the company/department you represent. For example: ""Good morning/afternoon/evening, thank you for calling [Company Name], my name is [Your Name], how may I help you today?""

2.  **Active Listening and Empathy:** Listen attentively to the customer's reason for contacting you. Show empathy and understanding, even if you cannot immediately resolve the issue. Use phrases like: ""I understand that must be frustrating,"" or ""I'm sorry you're experiencing this issue.""

3.  **Information Gathering:** Ask clarifying questions to fully understand the customer's needs or complaint. Avoid jargon and technical terms unless the customer is familiar with them. Be patient and allow the customer to fully explain their situation.

4.  **Problem Solving and Solutions:** Based on the information gathered, offer potential solutions or courses of action. Explain each option clearly and concisely, outlining the benefits and drawbacks. If you need to investigate further, inform the customer of the steps you will take and the estimated timeframe.

5.  **Order Taking/Account Changes/Cancellations:** If the customer is placing an order, accurately record all necessary information, including product details, quantities, shipping address, and payment information. For account changes or cancellations, follow established procedures and confirm the changes with the customer. Clearly explain any fees or implications associated with the changes.

6.  **Complaint Resolution:** When addressing complaints, acknowledge the customer's concerns and apologize for any inconvenience caused. Offer a sincere apology, even if the issue was not directly your fault. Work towards a mutually agreeable resolution, such as a refund, replacement, or credit.

7.  **Follow-Up (If Necessary):** If you need to investigate further or take additional action, provide the customer with a specific timeframe for follow-up. Keep your promises and contact the customer as agreed. Document all interactions and resolutions in the customer's account.

8.  **Confirmation and Closing:** Before ending the call, confirm that the customer is satisfied with the resolution and that you have addressed all of their concerns. Thank the customer for their business and offer further assistance if needed. End the call politely and professionally. For example: ""Is there anything else I can assist you with today? Thank you for calling [Company Name], have a great day!""

9.  **Documentation:** After the interaction, meticulously document the details of the call/interaction, including the customer's issue, the steps taken to resolve it, and the final outcome. This documentation is crucial for tracking trends, identifying areas for improvement, and providing consistent service.
</OUTPUT_TEXT>
```"
b4ec494d,2,0.0,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/b4ec494d_v2_t0_0.json,rescued,rescued,"[{""role"": ""system"", ""content"": ""You are an expert Customer Service Representative. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nTASK – Refer unresolved customer grievances to designated departments for further investigation.\n\nOUTPUT RULES:\n1. Wrap answer in <OUTPUT_TEXT>…</OUTPUT_TEXT>\n2. Start with an H1 heading, then numbered sections""}]","```text
<OUTPUT_TEXT>
# Customer Grievance Redirection

1.  **Identify the Nature of the Grievance:** Determine the specific department best equipped to handle the customer's issue (e.g., billing, technical support, sales, etc.).

2.  **Document the Grievance:** Record all relevant details of the customer's complaint, including the customer's contact information, a summary of the issue, and any previous interactions.

3.  **Forward to Designated Department:** Route the documented grievance to the appropriate department for investigation and resolution. Include any relevant case numbers or reference IDs.

4.  **Inform the Customer:** Notify the customer that their grievance has been forwarded to the relevant department and provide an estimated timeframe for resolution, if available. Provide contact information for follow up.
</OUTPUT_TEXT>
```"
f260aa25,0,0.0,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/f260aa25_v0_t0_0.json,rescued,rescued,"[{""role"": ""system"", ""content"": ""You are an expert Busines Intelligence Analyst. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\n<OUTPUT_TEXT>\nTASK – Disseminate information regarding tools, reports, or metadata enhancements.\n</OUTPUT_TEXT>""}]","Okay, I understand. I will act as a Business Intelligence Analyst and disseminate information regarding tools, reports, or metadata enhancements, ensuring the final answer is wrapped in <OUTPUT_TEXT> tags.
</OUTPUT_TEXT>"
07080553,1,0.0,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/07080553_v1_t0_0.json,strict,strict,"[{""role"": ""system"", ""content"": ""You are an expert Paralegal And Legal Assistant. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nYou are a senior Paralegal And Legal Assistant preparing a client-ready memo.\n\nTASK – Prepare affidavits or other documents, such as legal correspondence, and organize and maintain documents in paper or electronic filing system.\n\nRespond inside <OUTPUT_TEXT>…</OUTPUT_TEXT>.""}]","<OUTPUT_TEXT>Okay, I'm ready to draft affidavits, legal correspondence, and organize documents. To best assist, I need some information. Please provide the following:

1.  **Regarding Affidavits:**
    *   **Case Name and Number:** (e.g., *Smith v. Jones*, 2023-CV-0001)
    *   **Affiant's Full Name and Contact Information:** (The person making the sworn statement)
    *   **Specific Facts to be Included:** (A detailed account of the events, observations, or information the affiant possesses. The more detail, the better.)
    *   **Purpose of the Affidavit:** (Why is this affidavit being created? What legal issue does it support?)
    *   **Jurisdiction:** (Which court or legal body will this affidavit be submitted to?)
    *   **Any Specific Formatting Requirements:** (e.g., font, margins, line spacing, signature block requirements)
    *   **Draft or Template (if available):** If you have a starting point, please provide it.

2.  **Regarding Legal Correspondence:**
    *   **Case Name and Number:** (If applicable)
    *   **Recipient's Full Name, Title, and Contact Information:**
    *   **Subject Matter of the Letter:** (e.g., Demand for Payment, Notice of Intent to Sue, Request for Information)
    *   **Key Points to Include:** (A summary of the information to be conveyed in the letter)
    *   **Desired Outcome or Action:** (What do you want the recipient to do as a result of the letter?)
    *   **Tone of the Letter:** (e.g., Formal, Informal, Aggressive, Conciliatory)
    *   **Draft or Template (if available):**
    *   **Your Name and Title:** (For the closing of the letter)

3.  **Regarding Document Organization and Maintenance:**
    *   **Type of Filing System:** (Paper or Electronic)
    *   **Existing Filing Structure:** (How are documents currently organized? e.g., by date, by document type, by client)
    *   **Specific Documents to be Organized:** (List of documents or types of documents)
    *   **Naming Conventions:** (How should electronic files be named?)
    *   **Access Permissions:** (Who should have access to these documents?)
    *   **Retention Policy:** (How long should these documents be kept?)
    *   **Software Used:** (If electronic, what software is used for document management? e.g., Clio, NetDocuments, Dropbox, shared drive)

Once I have this information, I can begin drafting and organizing the documents. I will ensure that all documents are accurate, properly formatted, and comply with relevant legal requirements.
</OUTPUT_TEXT>"
25c9f684,1,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/25c9f684_v1_t0_5.json,strict,strict,"[{""role"": ""system"", ""content"": ""You are an expert Customer Service Representative. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nYou are a senior Customer Service Representative preparing a client-ready memo.\n\nTASK – Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.\n\nRespond inside <OUTPUT_TEXT>…</OUTPUT_TEXT>.""}]","<OUTPUT_TEXT>Subject: Regarding Your Recent Inquiry / Claim Investigation Results

Dear [Customer Name],

This memo is to follow up on your recent inquiry regarding [briefly state the subject of the inquiry, e.g., your account balance, a specific transaction, our services, etc.] / to inform you of the results of the claim investigation you initiated on [Date of Claim].

[Choose ONE of the following options and tailor it to the specific situation. Be clear and concise. If none of these fit, create a new option that addresses the situation directly.]

**Option 1: Inquiry Response**

We have reviewed your inquiry and [provide a clear and direct answer to the inquiry. Include specific details and relevant information. If further action is needed from the customer, clearly state what is required and the deadline].

**Option 2: Claim Approved**

We have completed our investigation and are pleased to inform you that your claim has been approved. [Explain the resolution, e.g., ""A credit of [Amount] will be applied to your account within [Number] business days."" or ""A replacement [Item] will be shipped to you within [Number] business days.""].

**Option 3: Claim Denied**

We have completed our investigation and, unfortunately, we are unable to approve your claim at this time. [Clearly and concisely explain the reason for the denial. Refer to specific policy terms or investigation findings if possible. Offer a potential next step, such as an appeal process, if applicable].

**Option 4: Claim Still Under Investigation**

Our investigation into your claim is still ongoing. We anticipate having a final resolution by [Date]. We will update you as soon as we have more information. We appreciate your patience.

**Option 5: Planned Adjustment**

This is to inform you of a planned adjustment to [Specify what is being adjusted, e.g., your account, your service, etc.]. The adjustment will take effect on [Date] and is due to [Explain the reason for the adjustment clearly and concisely].

[Regardless of the option chosen, include the following closing statements:]

We value your business. If you have any questions or require further clarification, please do not hesitate to contact us at [Phone Number] or reply to this email.

Sincerely,

[Your Name]

Customer Service Representative

[Company Name]
</OUTPUT_TEXT>"
f6d74921,2,0.0,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/f6d74921_v2_t0_0.json,rescued,rescued,"[{""role"": ""system"", ""content"": ""You are an expert Elementary School Teacher Except Special Education. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nTASK – Involve parent volunteers and older students in children&#x27;s activities to facilitate involvement in focused, complex play.\n\nOUTPUT RULES:\n1. Wrap answer in <OUTPUT_TEXT>…</OUTPUT_TEXT>\n2. Start with an H1 heading, then numbered sections""}]","```text
<OUTPUT_TEXT>
# Engaging Parent Volunteers and Older Students in Complex Play

Here's a plan to involve parent volunteers and older students in facilitating focused, complex play for elementary students:

1.  **Define ""Complex Play"" and Identify Learning Goals:**

    *   Before recruiting volunteers, clearly define what ""complex play"" means in the context of your classroom. Examples include:
        *   **Dramatic Play with Scenarios:** Children act out elaborate stories with roles, props, and problem-solving.
        *   **Construction Play with Challenges:** Building structures with specific goals, like creating a bridge that can hold a certain weight or a tower of a particular height.
        *   **Game Creation:** Designing and playing their own board games or card games with rules and objectives.
        *   **Storytelling and World-Building:** Collaboratively creating a fictional world with characters, history, and geography.
    *   Identify the learning goals associated with each type of complex play. These might include:
        *   Social skills (cooperation, communication, conflict resolution)
        *   Problem-solving
        *   Critical thinking
        *   Creativity and imagination
        *   Language development
        *   Mathematical concepts (spatial reasoning, measurement)
        *   Scientific concepts (cause and effect, engineering principles)

2.  **Recruit and Train Parent Volunteers:**

    *   **Recruitment:** Send out a sign-up sheet or online form outlining the opportunities for volunteering during play-based learning. Highlight the benefits for the children and the parents (e.g., observing their child's social interactions, contributing to the classroom community). Be specific about the time commitment and the types of activities involved.
    *   **Training:** Conduct a brief training session for parent volunteers. This training should cover:
        *   The definition of complex play and its benefits.
        *   The specific learning goals for the planned activities.
        *   Strategies for facilitating play without being overly directive.
        *   Examples of open-ended questions to encourage children's thinking and problem-solving (e.g., ""What if...?"", ""How could you...?"", ""What do you need to...?"" ).
        *   Techniques for observing and documenting children's play (e.g., taking notes on their interactions, problem-solving strategies, and creative ideas).
        *   Classroom management strategies and safety protocols.
        *   How to handle conflicts that may arise during play.
        *   Emphasize the importance of letting the children lead the play and only intervening when necessary to support their learning or ensure safety.

3.  **Involve Older Student Mentors:**

    *   **Partner with Older Grades:** Collaborate with teachers in upper elementary or middle school to recruit older students as mentors.
    *   **Mentor Training:** Provide training for older student mentors, similar to the parent volunteer training, but with an added emphasis on:
        *   Age-appropriate communication and interaction strategies.
        *   Modeling positive social behaviors.
        *   Helping younger students resolve conflicts peacefully.
        *   Understanding the developmental stages of younger children.
    *   **Mentor Roles:** Assign older students specific roles during play activities, such as:
        *   **Facilitators:** Helping children brainstorm ideas, gather materials, and set up the play environment.
        *   **Mediators:** Assisting children in resolving conflicts and negotiating roles.
        *   **Recorders:** Documenting children's play through photos, videos, or written observations.
        *   **Problem-Solvers:** Offering suggestions and guidance when children encounter challenges.
        *   **Models:** Demonstrating specific skills or behaviors, such as building techniques or storytelling strategies.

4.  **Plan and Structure Play Activities:**

    *   **Thematic Units:** Organize play activities around thematic units that align with the curriculum (e.g., a unit on transportation could involve building vehicles, creating maps, and acting out travel scenarios).
    *   **Provide Open-Ended Materials:** Offer a variety of open-ended materials that can be used in multiple ways (e.g., blocks, fabric scraps, cardboard boxes, art supplies).
    *   **Set Up Provocations:** Create ""provocations"" or invitations to play that spark children's curiosity and imagination. These might include:
        *   A collection of interesting objects related to the theme.
        *   A photograph or illustration that inspires a story.
        *   A question or challenge that encourages problem-solving.
    *   **Establish Clear Expectations:** Communicate clear expectations for behavior and safety during play activities.
    *   **Allocate Time for Reflection:** After each play session, provide time for children to reflect on their experiences. This could involve:
        *   Sharing their creations and stories with the class.
        *   Discussing the challenges they encountered and how they overcame them.
        *   Identifying what they learned during the activity.

5.  **Facilitate, Observe, and Document:**

    *   **Observe Carefully:** Encourage parent volunteers and older student mentors to observe children's play carefully, paying attention to their interactions, problem-solving strategies, and creative ideas.
    *   **Ask Open-Ended Questions:** Prompt children's thinking and problem-solving by asking open-ended questions.
    *   **Provide Support When Needed:** Offer support and guidance when children encounter challenges, but avoid taking over the play.
    *   **Document Children's Learning:** Use a variety of methods to document children's learning during play, such as:
        *   Taking photos and videos of their creations and interactions.
        *   Collecting samples of their work (e.g., drawings, writings, constructions).
        *   Writing anecdotal notes about their progress and development.
        *   Using checklists or rubrics to assess specific skills and learning goals.

6.  **Provide Ongoing Feedback and Support:**

    *   **Regular Check-Ins:** Schedule regular check-ins with parent volunteers and older student mentors to provide feedback and support.
    *   **Share Observations:** Share observations of children's play with parents and mentors to help them understand the children's learning and development.
    *   **Adjust Activities as Needed:** Be flexible and adjust play activities based on children's interests and needs.
    *   **Celebrate Successes:** Celebrate children's successes and accomplishments during play to foster a positive and supportive learning environment.

By implementing these strategies, you can effectively involve parent volunteers and older students in facilitating focused, complex play that promotes children's learning and development.
</OUTPUT_TEXT>
```"
9cebf902,2,0.5,gemini-2.0-flash,TEXT,gemini/gemini-2.0-flash/9cebf902_v2_t0_5.json,rescued,rescued,"[{""role"": ""system"", ""content"": ""You are an expert Paralegal And Legal Assistant. <REASONING>You may think internally; DO NOT reveal your reasoning.</REASONING>""}, {""role"": ""user"", ""content"": ""<<FORMAT>> Wrap your final answer exactly once inside <OUTPUT_TEXT> … </OUTPUT_TEXT> . Do not output anything outside these tags. <</FORMAT>>\n\nTASK – Gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents.\n\nOUTPUT RULES:\n1. Wrap answer in <OUTPUT_TEXT>…</OUTPUT_TEXT>\n2. Start with an H1 heading, then numbered sections""}]","```text
# Legal Research and Analysis on [Specific Legal Topic]

## 1. Statutes

*   **[Statute 1: Name and Citation]**
    *   Summary: Briefly describe the statute's purpose and key provisions.
    *   Analysis: Explain the statute's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.
*   **[Statute 2: Name and Citation]**
    *   Summary: Briefly describe the statute's purpose and key provisions.
    *   Analysis: Explain the statute's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.
*   **[Statute 3: Name and Citation]**
    *   Summary: Briefly describe the statute's purpose and key provisions.
    *   Analysis: Explain the statute's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.

## 2. Case Law

*   **[Case 1: Name and Citation]**
    *   Facts: Summarize the relevant facts of the case.
    *   Holding: State the court's holding and reasoning.
    *   Analysis: Explain the case's impact on the legal topic. Note any dissenting opinions or concurring opinions that offer alternative interpretations.
*   **[Case 2: Name and Citation]**
    *   Facts: Summarize the relevant facts of the case.
    *   Holding: State the court's holding and reasoning.
    *   Analysis: Explain the case's impact on the legal topic. Note any dissenting opinions or concurring opinions that offer alternative interpretations.
*   **[Case 3: Name and Citation]**
    *   Facts: Summarize the relevant facts of the case.
    *   Holding: State the court's holding and reasoning.
    *   Analysis: Explain the case's impact on the legal topic. Note any dissenting opinions or concurring opinions that offer alternative interpretations.

## 3. Legal Articles and Secondary Sources

*   **[Article 1: Title and Citation]**
    *   Summary: Briefly describe the article's main arguments.
    *   Analysis: Explain how the article contributes to the understanding of the legal topic. Note any biases or limitations of the article.
*   **[Article 2: Title and Citation]**
    *   Summary: Briefly describe the article's main arguments.
    *   Analysis: Explain how the article contributes to the understanding of the legal topic. Note any biases or limitations of the article.
*   **[Article 3: Title and Citation]**
    *   Summary: Briefly describe the article's main arguments.
    *   Analysis: Explain how the article contributes to the understanding of the legal topic. Note any biases or limitations of the article.

## 4. Codes and Regulations

*   **[Code/Regulation 1: Name and Citation]**
    *   Summary: Briefly describe the code/regulation's purpose and key provisions.
    *   Analysis: Explain the code/regulation's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.
*   **[Code/Regulation 2: Name and Citation]**
    *   Summary: Briefly describe the code/regulation's purpose and key provisions.
    *   Analysis: Explain the code/regulation's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.

## 5. Legal Documents (e.g., Contracts, Pleadings)

*   **[Document 1: Description and Source]**
    *   Summary: Briefly describe the document's purpose and key provisions.
    *   Analysis: Explain the document's relevance to the overall legal topic. Include any noteworthy clauses or potential legal issues.
*   **[Document 2: Description and Source]**
    *   Summary: Briefly describe the document's purpose and key provisions.
    *   Analysis: Explain the document's relevance to the overall legal topic. Include any noteworthy clauses or potential legal issues.

```
<OUTPUT_TEXT># Legal Research and Analysis on [Specific Legal Topic]

## 1. Statutes

*   **[Statute 1: Name and Citation]**
    *   Summary: Briefly describe the statute's purpose and key provisions.
    *   Analysis: Explain the statute's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.
*   **[Statute 2: Name and Citation]**
    *   Summary: Briefly describe the statute's purpose and key provisions.
    *   Analysis: Explain the statute's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.
*   **[Statute 3: Name and Citation]**
    *   Summary: Briefly describe the statute's purpose and key provisions.
    *   Analysis: Explain the statute's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.

## 2. Case Law

*   **[Case 1: Name and Citation]**
    *   Facts: Summarize the relevant facts of the case.
    *   Holding: State the court's holding and reasoning.
    *   Analysis: Explain the case's impact on the legal topic. Note any dissenting opinions or concurring opinions that offer alternative interpretations.
*   **[Case 2: Name and Citation]**
    *   Facts: Summarize the relevant facts of the case.
    *   Holding: State the court's holding and reasoning.
    *   Analysis: Explain the case's impact on the legal topic. Note any dissenting opinions or concurring opinions that offer alternative interpretations.
*   **[Case 3: Name and Citation]**
    *   Facts: Summarize the relevant facts of the case.
    *   Holding: State the court's holding and reasoning.
    *   Analysis: Explain the case's impact on the legal topic. Note any dissenting opinions or concurring opinions that offer alternative interpretations.

## 3. Legal Articles and Secondary Sources

*   **[Article 1: Title and Citation]**
    *   Summary: Briefly describe the article's main arguments.
    *   Analysis: Explain how the article contributes to the understanding of the legal topic. Note any biases or limitations of the article.
*   **[Article 2: Title and Citation]**
    *   Summary: Briefly describe the article's main arguments.
    *   Analysis: Explain how the article contributes to the understanding of the legal topic. Note any biases or limitations of the article.
*   **[Article 3: Title and Citation]**
    *   Summary: Briefly describe the article's main arguments.
    *   Analysis: Explain how the article contributes to the understanding of the legal topic. Note any biases or limitations of the article.

## 4. Codes and Regulations

*   **[Code/Regulation 1: Name and Citation]**
    *   Summary: Briefly describe the code/regulation's purpose and key provisions.
    *   Analysis: Explain the code/regulation's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.
*   **[Code/Regulation 2: Name and Citation]**
    *   Summary: Briefly describe the code/regulation's purpose and key provisions.
    *   Analysis: Explain the code/regulation's relevance to the overall legal topic. Include any ambiguities or areas of potential litigation.

## 5. Legal Documents (e.g., Contracts, Pleadings)

*   **[Document 1: Description and Source]**
    *   Summary: Briefly describe the document's purpose and key provisions.
    *   Analysis: Explain the document's relevance to the overall legal topic. Include any noteworthy clauses or potential legal issues.
*   **[Document 2: Description and Source]**
    *   Summary: Briefly describe the document's purpose and key provisions.
    *   Analysis: Explain the document's relevance to the overall legal topic. Include any noteworthy clauses or potential legal issues.
</OUTPUT_TEXT>
```"
